Timestamp,Machine_ID,Operator_ID,Engine_Hours,Fuel_Used,Load_Cycles,Idling_Time,Seatbelt_Status,Safety_Alert_Triggered,Task_Type,Soil_Type,Terrain,Temperature_C,Precipitation_mm,Operator_Experience_Years
2025-06-19 13:49:36,EXC002,OP1001,2212.22,15.52,17,15,Fastened,No,Digging,Rock,Incline,600.38,0.0,8
2025-06-19 16:44:54,EXC004,OP1005,1745.42,14.0,18,14,Fastened,No,Digging,Rock,Flat,989.78,0.0,16
2025-06-19 19:10:49,EXC005,OP1002,2813.75,12.2,16,23,Fastened,No,Trenching,Loam,Flat,812.88,0.0,10
2025-06-19 21:40:01,EXC003,OP1003,1348.14,12.22,11,27,Fastened,No,Hauling,Sand,Steep,857.01,0.0,1
2025-06-20 00:14:45,EXC004,OP1001,1747.45,6.2,4,63,Fastened,No,Grading,Clay,Flat,995.55,23.23,12
2025-06-20 02:02:18,EXC003,OP1003,1350.16,8.2,8,32,Fastened,No,Hauling,Sand,Flat,863.0,0.0,19
2025-06-20 04:03:32,EXC001,OP1002,1709.91,21.45,23,15,Fastened,No,Digging,Rock,Steep,925.36,0.0,7
2025-06-20 07:42:22,EXC001,OP1005,1713.22,5.6,2,58,Fastened,No,Grading,Clay,Flat,929.96,20.92,10
2025-06-20 09:29:02,EXC003,OP1005,1351.5,9.1,5,27,Fastened,No,Hauling,Sand,Steep,867.38,0.0,6
2025-06-20 11:41:19,EXC004,OP1005,1748.91,13.52,12,23,Fastened,No,Trenching,Loam,Steep,1004.44,0.0,14
2025-06-20 14:02:40,EXC002,OP1001,2214.46,12.19,14,28,Fastened,No,Hauling,Sand,Incline,607.9,0.0,8
2025-06-20 16:34:23,EXC002,OP1004,2216.61,7.4,6,30,Fastened,No,Hauling,Sand,Flat,613.1,0.0,5
2025-06-20 18:27:54,EXC002,OP1002,2217.71,9.89,9,30,Fastened,No,Hauling,Sand,Incline,619.81,0.0,18
2025-06-20 20:27:39,EXC001,OP1001,1714.39,17.82,21,16,Fastened,No,Digging,Rock,Incline,944.77,0.0,16
2025-06-20 23:45:30,EXC004,OP1001,1750.97,7.59,2,20,Fastened,No,Compacting,Gravel,Incline,1007.06,0.0,5
2025-06-21 00:40:40,EXC004,OP1001,1751.59,10.2,13,30,Fastened,No,Hauling,Sand,Flat,1016.05,0.0,12
2025-06-21 03:16:55,EXC004,OP1004,1753.38,16.1,18,15,Fastened,No,Digging,Rock,Incline,1024.98,0.0,16
2025-06-21 06:10:55,EXC001,OP1004,1717.11,8.58,2,18,Fastened,No,Compacting,Gravel,Steep,946.82,0.0,19
2025-06-21 07:39:33,EXC005,OP1003,2815.73,11.7,10,27,Fastened,No,Hauling,Sand,Steep,822.4,0.0,18
2025-06-21 10:00:20,EXC003,OP1001,1352.74,7.4,6,31,Fastened,No,Hauling,Sand,Flat,871.89,0.0,18
2025-06-21 12:02:27,EXC004,OP1005,1755.74,12.93,11,26,Fastened,No,Trenching,Loam,Steep,1032.35,0.0,17
2025-06-21 14:27:55,EXC003,OP1001,1353.85,6.09,1,63,Fastened,No,Grading,Clay,Incline,876.45,44.28,15
2025-06-21 16:25:20,EXC004,OP1002,1757.72,8.2,4,19,Fastened,No,Compacting,Gravel,Flat,1034.55,0.0,1
2025-06-21 17:32:15,EXC001,OP1005,1717.77,15.28,15,25,Fastened,No,Trenching,Loam,Steep,958.25,0.0,5
2025-06-21 20:38:56,EXC003,OP1005,1355.18,7.59,2,20,Fastened,No,Compacting,Gravel,Incline,877.99,0.0,9
2025-06-21 21:55:53,EXC005,OP1002,2817.62,15.52,17,15,Fastened,No,Digging,Rock,Incline,834.38,0.0,19
2025-06-22 00:29:16,EXC003,OP1002,1355.8,7.0,5,30,Fastened,No,Hauling,Sand,Flat,881.99,0.0,6
2025-06-22 02:14:43,EXC001,OP1004,1720.26,10.66,4,19,Fastened,No,Compacting,Gravel,Steep,961.75,0.0,6
2025-06-22 04:02:10,EXC003,OP1003,1356.8,9.0,10,32,Fastened,No,Hauling,Sand,Flat,887.43,0.0,11
2025-06-22 05:54:21,EXC004,OP1005,1758.44,8.06,4,55,Fastened,No,Grading,Clay,Steep,1043.95,14.58,15
2025-06-22 08:05:52,EXC002,OP1002,2219.33,6.67,1,22,Fastened,No,Compacting,Gravel,Incline,622.13,0.0,18
2025-06-22 08:56:44,EXC004,OP1005,1760.15,6.89,1,59,Fastened,No,Grading,Clay,Steep,1048.85,37.54,10
2025-06-22 11:12:49,EXC005,OP1003,2819.86,5.8,1,21,Fastened,No,Compacting,Gravel,Flat,836.01,0.0,8
2025-06-22 12:01:38,EXC004,OP1004,1761.56,8.2,8,32,Fastened,No,Hauling,Sand,Flat,1053.16,0.0,3
2025-06-22 13:53:08,EXC002,OP1005,2219.86,22.1,24,14,Fastened,No,Digging,Rock,Steep,636.79,0.0,2
2025-06-22 17:46:56,EXC005,OP1003,2820.3,17.0,24,14,Fastened,No,Digging,Rock,Flat,846.1,0.0,8
2025-06-22 20:53:55,EXC001,OP1001,1721.2,8.58,2,21,Fastened,No,Compacting,Gravel,Steep,963.78,0.0,19
2025-06-22 22:22:07,EXC004,OP1003,1762.89,6.09,1,62,Fastened,No,Grading,Clay,Incline,1057.7,39.97,2
2025-06-23 00:14:34,EXC003,OP1003,1358.32,16.1,18,16,Fastened,No,Digging,Rock,Incline,900.33,0.0,19
2025-06-23 03:19:43,EXC001,OP1005,1721.92,16.0,22,14,Fastened,No,Digging,Rock,Flat,975.18,0.0,4
2025-06-23 06:19:34,EXC003,OP1005,1360.7,16.0,22,14,Fastened,No,Digging,Rock,Flat,913.08,0.0,19
2025-06-23 09:12:39,EXC002,OP1004,2223.28,8.06,4,57,Fastened,No,Grading,Clay,Steep,645.13,37.16,16
2025-06-23 11:15:33,EXC003,OP1003,1363.13,17.25,20,16,Fastened,No,Digging,Rock,Incline,925.97,0.0,14
2025-06-23 14:42:05,EXC002,OP1005,2225.04,7.8,7,32,Fastened,No,Hauling,Sand,Flat,651.73,0.0,13
2025-06-23 16:49:33,EXC004,OP1002,1764.2,16.5,23,14,Fastened,No,Digging,Rock,Flat,1069.84,0.0,17
2025-06-23 19:42:33,EXC004,OP1002,1766.74,7.59,2,21,Fastened,No,Compacting,Gravel,Incline,1072.59,0.0,6
2025-06-23 20:58:43,EXC001,OP1003,1724.35,15.28,15,25,Fastened,No,Trenching,Loam,Steep,988.29,0.0,6
2025-06-23 23:55:16,EXC003,OP1002,1365.74,12.22,11,33,Fastened,No,Hauling,Sand,Steep,936.63,0.0,12
2025-06-24 02:25:23,EXC003,OP1005,1367.88,5.8,1,20,Fastened,No,Compacting,Gravel,Flat,937.69,0.0,6
2025-06-24 03:30:09,EXC002,OP1005,2226.28,20.15,21,15,Fastened,No,Digging,Rock,Steep,663.14,0.0,14
2025-06-24 06:51:14,EXC005,OP1002,2822.94,7.4,3,22,Fastened,No,Compacting,Gravel,Flat,848.15,0.0,8
2025-06-24 07:59:56,EXC004,OP1002,1767.36,10.4,12,27,Fastened,No,Trenching,Loam,Flat,1079.24,0.0,18
2025-06-24 09:57:21,EXC005,OP1004,2823.61,9.62,3,19,Fastened,No,Compacting,Gravel,Steep,851.85,0.0,2
2025-06-24 11:29:33,EXC002,OP1003,2229.32,10.66,4,20,Fastened,No,Compacting,Gravel,Steep,666.53,0.0,13
2025-06-24 13:03:04,EXC003,OP1005,1368.31,20.8,22,14,Fastened,No,Digging,Rock,Steep,951.36,0.0,4
2025-06-24 17:11:08,EXC001,OP1003,1726.84,5.3,1,64,Fastened,No,Grading,Clay,Flat,992.96,40.69,2
2025-06-24 19:19:42,EXC003,OP1002,1371.48,10.92,10,25,Fastened,No,Trenching,Loam,Incline,956.47,0.0,17
2025-06-24 21:52:36,EXC005,OP1003,2824.41,18.2,18,15,Fastened,No,Digging,Rock,Steep,863.91,0.0,19
2025-06-25 00:57:16,EXC004,OP1005,1769.01,6.6,2,20,Fastened,No,Compacting,Gravel,Flat,1081.75,0.0,13
2025-06-25 02:21:04,EXC005,OP1005,2827.07,9.95,11,25,Fastened,No,Trenching,Loam,Flat,870.11,0.0,7
2025-06-25 04:34:32,EXC004,OP1002,1769.54,10.81,11,28,Fastened,No,Hauling,Sand,Incline,1088.04,0.0,18
2025-06-25 07:21:52,EXC005,OP1002,2828.58,6.44,2,63,Fastened,No,Grading,Clay,Incline,875.74,44.69,6
2025-06-25 09:35:50,EXC005,OP1005,2830.02,9.05,9,27,Fastened,No,Trenching,Loam,Flat,881.99,0.0,15
2025-06-25 11:32:52,EXC002,OP1001,2230.28,5.8,1,20,Fastened,No,Compacting,Gravel,Flat,667.38,0.0,19
2025-06-25 12:28:50,EXC005,OP1001,2831.36,14.5,19,14,Fastened,No,Digging,Rock,Flat,892.31,0.0,7
2025-06-25 15:15:18,EXC005,OP1004,2833.49,11.18,9,31,Fastened,No,Hauling,Sand,Steep,900.87,0.0,10
2025-06-25 17:52:27,EXC003,OP1002,1373.11,7.59,2,19,Fastened,No,Compacting,Gravel,Incline,957.12,0.0,13
2025-06-25 18:55:07,EXC001,OP1005,1728.0,5.6,2,65,Fastened,No,Grading,Clay,Flat,997.44,13.36,4
2025-06-25 21:00:14,EXC002,OP1004,2230.72,10.66,4,18,Fastened,No,Compacting,Gravel,Steep,671.85,0.0,18
2025-06-25 22:26:17,EXC003,OP1002,1373.69,8.58,2,19,Fastened,No,Compacting,Gravel,Steep,959.85,0.0,13
2025-06-25 23:57:18,EXC002,OP1001,2231.64,12.22,11,31,Fastened,No,Hauling,Sand,Steep,680.57,0.0,8
2025-06-26 02:55:47,EXC001,OP1004,1729.29,7.67,3,64,Fastened,No,Grading,Clay,Steep,1003.38,18.19,5
2025-06-26 05:01:59,EXC004,OP1001,1771.34,8.51,3,20,Fastened,No,Compacting,Gravel,Incline,1090.06,0.0,19
2025-06-26 06:29:47,EXC001,OP1001,1731.06,11.27,12,30,Fastened,No,Hauling,Sand,Incline,1013.04,0.0,11
2025-06-26 09:13:51,EXC002,OP1005,2233.75,15.5,21,14,Fastened,No,Digging,Rock,Flat,691.65,0.0,15
2025-06-26 12:12:14,EXC001,OP1003,1733.02,9.05,9,27,Fastened,No,Trenching,Loam,Flat,1017.78,0.0,6
2025-06-26 14:30:59,EXC004,OP1003,1772.07,6.89,1,60,Fastened,No,Grading,Clay,Steep,1096.49,14.96,19
2025-06-26 16:50:36,EXC001,OP1004,1734.38,12.99,14,23,Fastened,No,Trenching,Loam,Incline,1027.99,0.0,19
2025-06-26 19:18:01,EXC005,OP1003,2835.34,15.52,17,14,Fastened,No,Digging,Rock,Incline,908.39,0.0,2
2025-06-26 21:58:27,EXC002,OP1002,2236.09,7.4,3,20,Fastened,No,Compacting,Gravel,Flat,693.03,0.0,10
2025-06-26 23:19:04,EXC001,OP1003,1736.42,11.3,14,25,Fastened,No,Trenching,Loam,Flat,1036.44,0.0,18
2025-06-27 01:50:48,EXC003,OP1001,1374.36,18.97,23,16,Fastened,No,Digging,Rock,Incline,970.75,0.0,6
2025-06-27 05:16:54,EXC003,OP1003,1377.31,17.25,20,16,Fastened,No,Digging,Rock,Incline,984.66,0.0,17
2025-06-27 08:28:36,EXC005,OP1003,2837.56,11.3,14,27,Fastened,No,Trenching,Loam,Flat,915.33,0.0,16
2025-06-27 11:07:36,EXC002,OP1001,2236.72,12.2,16,24,Fastened,No,Trenching,Loam,Flat,702.5,0.0,19
2025-06-27 13:59:29,EXC004,OP1005,1773.51,12.2,16,24,Fastened,No,Trenching,Loam,Flat,1106.45,0.0,4
2025-06-27 16:20:24,EXC005,OP1001,2839.42,9.62,3,20,Fastened,No,Compacting,Gravel,Steep,917.14,0.0,19
2025-06-27 17:39:55,EXC002,OP1003,2238.72,6.44,2,55,Fastened,No,Grading,Clay,Incline,707.97,38.62,10
2025-06-27 19:35:24,EXC002,OP1004,2240.0,10.41,9,27,Fastened,No,Trenching,Loam,Incline,715.48,0.0,16
2025-06-27 22:05:09,EXC002,OP1001,2241.56,11.18,9,30,Fastened,No,Hauling,Sand,Steep,723.28,0.0,16
2025-06-28 00:30:16,EXC002,OP1003,2243.38,7.0,5,31,Fastened,No,Hauling,Sand,Flat,726.3,0.0,1
2025-06-28 01:46:28,EXC001,OP1005,1738.25,10.81,11,30,Fastened,No,Hauling,Sand,Incline,1044.23,0.0,9
2025-06-28 03:57:20,EXC001,OP1001,1740.09,8.51,3,20,Fastened,No,Compacting,Gravel,Incline,1046.67,0.0,6
2025-06-28 05:05:33,EXC004,OP1004,1775.51,6.89,1,56,Fastened,No,Grading,Clay,Steep,1113.59,36.48,7
2025-06-28 06:52:55,EXC005,OP1002,2840.23,8.6,9,32,Fastened,No,Hauling,Sand,Flat,922.36,0.0,1
2025-06-28 08:51:04,EXC004,OP1004,1776.85,10.66,4,22,Fastened,No,Compacting,Gravel,Steep,1118.21,0.0,8
2025-06-28 10:17:35,EXC002,OP1003,2244.4,9.43,4,21,Fastened,No,Compacting,Gravel,Incline,730.1,0.0,18
2025-06-28 11:58:05,EXC003,OP1002,1379.92,7.59,2,20,Fastened,No,Compacting,Gravel,Incline,986.06,0.0,14
2025-06-28 12:50:22,EXC003,OP1004,1380.54,6.79,3,64,Fastened,No,Grading,Clay,Incline,993.11,29.41,17
2025-06-28 15:16:01,EXC001,OP1004,1740.82,9.62,3,20,Fastened,No,Compacting,Gravel,Steep,1050.53,0.0,6
2025-06-28 16:38:35,EXC004,OP1002,1777.84,9.1,5,31,Fastened,No,Hauling,Sand,Steep,1123.26,0.0,16
2025-06-28 18:50:48,EXC003,OP1004,1382.1,7.4,6,33,Fastened,No,Hauling,Sand,Flat,997.46,0.0,6
2025-06-28 20:43:21,EXC004,OP1002,1779.15,6.2,4,61,Fastened,No,Grading,Clay,Flat,1129.15,12.76,13
2025-06-28 22:37:23,EXC004,OP1002,1780.56,14.55,17,25,Fastened,No,Trenching,Loam,Incline,1141.46,0.0,16
2025-06-29 01:19:50,EXC002,OP1002,2245.26,13.26,13,27,Fastened,No,Hauling,Sand,Steep,738.12,0.0,10
2025-06-29 04:08:55,EXC005,OP1004,2841.66,12.99,14,23,Fastened,No,Trenching,Loam,Incline,931.0,0.0,14
2025-06-29 06:49:22,EXC001,OP1004,1741.64,11.75,15,23,Fastened,No,Trenching,Loam,Flat,1057.5,0.0,7
2025-06-29 09:09:29,EXC002,OP1002,2247.54,8.58,2,20,Fastened,No,Compacting,Gravel,Steep,740.61,0.0,18
2025-06-29 10:19:20,EXC002,OP1001,2248.24,15.5,21,14,Fastened,No,Digging,Rock,Flat,750.52,0.0,14
2025-06-29 13:25:19,EXC002,OP1001,2250.58,6.44,2,64,Fastened,No,Grading,Clay,Incline,756.33,37.52,3
2025-06-29 15:33:45,EXC004,OP1005,1782.99,7.67,3,58,Fastened,No,Grading,Clay,Steep,1150.44,39.4,11
2025-06-29 17:33:49,EXC002,OP1001,2252.03,5.6,2,63,Fastened,No,Grading,Clay,Flat,762.31,35.01,16
2025-06-29 19:35:43,EXC001,OP1005,1743.52,9.95,11,26,Fastened,No,Trenching,Loam,Flat,1063.95,0.0,8
2025-06-29 21:55:16,EXC003,OP1001,1383.25,12.65,17,27,Fastened,No,Trenching,Loam,Flat,1008.79,0.0,9
2025-06-30 00:39:25,EXC003,OP1004,1385.41,11.75,15,26,Fastened,No,Trenching,Loam,Flat,1017.68,0.0,4
2025-06-30 02:50:45,EXC001,OP1004,1745.05,12.65,17,27,Fastened,No,Trenching,Loam,Flat,1072.79,0.0,4
2025-06-30 05:43:18,EXC001,OP1004,1747.21,7.0,5,30,Fastened,No,Hauling,Sand,Flat,1075.9,0.0,6
2025-06-30 07:14:56,EXC002,OP1005,2253.28,8.06,4,59,Fastened,No,Grading,Clay,Steep,770.37,41.26,13
2025-06-30 09:40:30,EXC002,OP1005,2255.09,9.05,9,25,Fastened,No,Trenching,Loam,Flat,775.88,0.0,16
2025-06-30 11:18:10,EXC001,OP1002,1748.21,10.66,4,20,Fastened,No,Compacting,Gravel,Steep,1079.53,0.0,15
2025-06-30 13:05:31,EXC003,OP1001,1387.34,6.44,2,61,Fastened,No,Grading,Clay,Incline,1024.3,48.57,12
2025-06-30 15:28:12,EXC002,OP1002,2256.4,8.2,4,20,Fastened,No,Compacting,Gravel,Flat,778.9,0.0,3
2025-06-30 16:57:14,EXC005,OP1001,2843.72,8.2,4,19,Fastened,No,Compacting,Gravel,Flat,932.67,0.0,14
2025-06-30 18:29:54,EXC004,OP1005,1784.63,8.2,4,18,Fastened,No,Compacting,Gravel,Flat,1152.88,0.0,8
2025-06-30 19:52:25,EXC003,OP1005,1388.75,10.85,13,23,Fastened,No,Trenching,Loam,Flat,1031.63,0.0,8
2025-06-30 21:50:30,EXC002,OP1003,2257.13,15.28,15,23,Fastened,No,Trenching,Loam,Steep,788.74,0.0,10
2025-07-01 01:01:31,EXC004,OP1004,1785.33,11.77,9,25,Fastened,No,Trenching,Loam,Steep,1159.18,0.0,9
2025-07-01 03:06:04,EXC003,OP1001,1390.43,5.8,1,18,Fastened,No,Compacting,Gravel,Flat,1033.37,0.0,3
2025-07-01 04:21:38,EXC004,OP1004,1787.05,6.79,3,55,Fastened,No,Grading,Clay,Incline,1166.2,21.28,6
2025-07-01 06:10:08,EXC002,OP1003,2259.57,6.89,1,62,Fastened,No,Grading,Clay,Steep,794.35,37.96,1
2025-07-01 08:14:31,EXC002,OP1005,2261.05,12.19,14,27,Fastened,No,Hauling,Sand,Incline,802.07,0.0,12
2025-07-01 11:06:48,EXC001,OP1002,1749.17,8.51,3,21,Fastened,No,Compacting,Gravel,Incline,1082.0,0.0,10
2025-07-01 12:31:35,EXC002,OP1004,2263.18,12.22,11,32,Fastened,No,Hauling,Sand,Steep,811.65,0.0,18
2025-07-01 15:13:03,EXC002,OP1005,2265.31,17.82,21,15,Fastened,No,Digging,Rock,Incline,821.52,0.0,18
2025-07-01 18:41:44,EXC002,OP1002,2268.01,7.54,1,20,Fastened,No,Compacting,Gravel,Steep,822.77,0.0,3
2025-07-01 20:10:27,EXC001,OP1001,1749.91,7.4,3,19,Fastened,No,Compacting,Gravel,Flat,1083.28,0.0,9
2025-07-01 21:24:46,EXC005,OP1004,2844.44,8.58,2,20,Fastened,No,Compacting,Gravel,Steep,934.83,0.0,17
2025-07-01 22:57:41,EXC005,OP1003,2845.13,12.22,11,32,Fastened,No,Hauling,Sand,Steep,942.16,0.0,19
2025-07-02 01:46:56,EXC003,OP1002,1390.83,8.97,7,30,Fastened,No,Hauling,Sand,Incline,1037.71,0.0,18
2025-07-02 03:38:28,EXC004,OP1003,1788.44,12.19,14,32,Fastened,No,Hauling,Sand,Incline,1175.01,0.0,16
2025-07-02 06:23:04,EXC001,OP1003,1750.53,9.62,3,21,Fastened,No,Compacting,Gravel,Steep,1086.6,0.0,3
2025-07-02 08:08:53,EXC003,OP1003,1392.2,5.3,1,59,Fastened,No,Grading,Clay,Flat,1041.92,26.79,7
2025-07-02 10:03:38,EXC002,OP1001,2268.58,17.55,17,14,Fastened,No,Digging,Rock,Steep,834.65,0.0,18
2025-07-02 12:53:18,EXC003,OP1005,1393.28,16.1,18,15,Fastened,No,Digging,Rock,Incline,1051.49,0.0,7
2025-07-02 15:44:05,EXC002,OP1005,2271.08,10.41,9,26,Fastened,No,Trenching,Loam,Incline,841.75,0.0,16
2025-07-02 17:49:40,EXC002,OP1005,2272.61,9.43,4,21,Fastened,No,Compacting,Gravel,Incline,845.43,0.0,17
2025-07-02 19:20:14,EXC005,OP1005,2847.27,7.54,1,19,Fastened,No,Compacting,Gravel,Steep,943.83,0.0,18
2025-07-02 20:31:26,EXC003,OP1001,1395.63,9.0,10,28,Fastened,No,Hauling,Sand,Flat,1058.61,0.0,7
2025-07-02 22:48:19,EXC001,OP1005,1751.37,5.6,2,62,Fastened,No,Grading,Clay,Flat,1092.15,37.65,15
2025-07-03 00:38:20,EXC002,OP1001,2273.47,20.15,21,15,Fastened,No,Digging,Rock,Steep,857.22,0.0,17
2025-07-03 04:06:52,EXC002,OP1004,2276.53,6.89,1,60,Fastened,No,Grading,Clay,Steep,863.06,35.57,9
2025-07-03 06:26:39,EXC004,OP1002,1790.66,10.35,10,31,Fastened,No,Hauling,Sand,Incline,1182.62,0.0,6
2025-07-03 09:02:59,EXC002,OP1001,2277.96,7.4,6,28,Fastened,No,Hauling,Sand,Flat,866.21,0.0,14
2025-07-03 10:45:41,EXC001,OP1001,1752.6,14.55,17,26,Fastened,No,Trenching,Loam,Incline,1103.35,0.0,16
2025-07-03 14:05:33,EXC001,OP1001,1755.06,15.0,20,15,Fastened,No,Digging,Rock,Flat,1112.18,0.0,14
2025-07-03 16:40:11,EXC003,OP1003,1397.09,8.51,3,21,Unfastened,Yes,Compacting,Gravel,Incline,1060.46,0.0,2
2025-07-03 18:10:52,EXC001,OP1004,1757.31,14.69,14,27,Fastened,No,Trenching,Loam,Steep,1124.7,0.0,13
2025-07-03 21:26:12,EXC001,OP1001,1759.71,18.85,19,15,Fastened,No,Digging,Rock,Steep,1138.21,0.0,12
2025-07-04 01:04:34,EXC005,OP1001,2847.81,7.13,4,63,Fastened,No,Grading,Clay,Incline,951.56,14.93,17
2025-07-04 03:25:14,EXC002,OP1001,2279.02,10.14,7,28,Fastened,No,Hauling,Sand,Steep,873.25,0.0,14
2025-07-04 05:20:36,EXC003,OP1004,1397.84,13.78,14,29,Fastened,No,Hauling,Sand,Steep,1070.93,0.0,8
2025-07-04 08:07:46,EXC002,OP1003,2280.53,9.5,10,24,Fastened,No,Trenching,Loam,Flat,878.83,0.0,15
2025-07-04 10:14:51,EXC001,OP1001,1762.49,10.81,11,28,Fastened,No,Hauling,Sand,Incline,1144.45,0.0,5
2025-07-04 12:51:32,EXC004,OP1003,1792.4,6.09,1,58,Fastened,No,Grading,Clay,Incline,1186.16,10.74,5
2025-07-04 14:20:39,EXC003,OP1005,1400.29,7.13,4,55,Fastened,No,Grading,Clay,Incline,1078.7,39.04,11
2025-07-04 16:31:31,EXC003,OP1001,1401.8,7.13,4,62,Fastened,No,Grading,Clay,Incline,1084.46,33.38,11
2025-07-04 18:45:03,EXC002,OP1001,2281.93,12.22,11,30,Fastened,No,Hauling,Sand,Steep,885.89,0.0,12
2025-07-04 21:09:22,EXC005,OP1002,2849.48,18.85,19,15,Fastened,No,Digging,Rock,Steep,965.34,0.0,7
2025-07-05 00:41:38,EXC002,OP1004,2284.02,10.85,13,26,Fastened,No,Trenching,Loam,Flat,893.06,0.0,10
2025-07-05 02:56:06,EXC002,OP1001,2285.74,10.2,13,29,Fastened,No,Hauling,Sand,Flat,901.07,0.0,11
2025-07-05 05:24:32,EXC002,OP1001,2287.53,9.62,6,31,Fastened,No,Hauling,Sand,Steep,905.55,0.0,1
2025-07-05 07:47:36,EXC002,OP1001,2288.97,12.22,11,31,Fastened,No,Hauling,Sand,Steep,913.61,0.0,2
2025-07-05 10:19:48,EXC001,OP1005,1764.3,6.67,1,20,Fastened,No,Compacting,Gravel,Incline,1145.72,0.0,5
2025-07-05 11:34:47,EXC005,OP1005,2852.27,6.09,1,59,Fastened,No,Grading,Clay,Incline,969.02,48.33,14
2025-07-05 13:08:04,EXC004,OP1001,1793.63,18.4,22,14,Fastened,No,Digging,Rock,Incline,1198.98,0.0,17
2025-07-05 16:33:55,EXC003,OP1004,1403.46,8.6,8,24,Fastened,No,Trenching,Loam,Flat,1090.23,0.0,19
2025-07-05 18:12:06,EXC002,OP1005,2291.06,15.28,15,26,Fastened,No,Trenching,Loam,Steep,926.14,0.0,8
2025-07-05 21:06:27,EXC001,OP1004,1764.79,8.51,3,19,Fastened,No,Compacting,Gravel,Incline,1147.92,0.0,7
2025-07-05 22:25:31,EXC001,OP1001,1765.51,10.81,11,28,Fastened,No,Hauling,Sand,Incline,1157.34,0.0,12
2025-07-06 00:32:49,EXC003,OP1002,1404.65,11.77,9,24,Fastened,No,Trenching,Loam,Steep,1098.84,0.0,5
2025-07-06 02:42:15,EXC002,OP1003,2293.58,6.44,2,56,Fastened,No,Grading,Clay,Incline,931.52,47.4,2
2025-07-06 04:27:27,EXC004,OP1001,1796.42,8.2,4,21,Fastened,No,Compacting,Gravel,Flat,1201.13,0.0,3
2025-07-06 06:07:59,EXC001,OP1005,1767.31,7.0,5,31,Fastened,No,Hauling,Sand,Flat,1162.71,0.0,13
2025-07-06 08:04:18,EXC004,OP1002,1797.17,17.25,20,15,Fastened,No,Digging,Rock,Incline,1213.11,0.0,18
2025-07-06 11:13:57,EXC005,OP1001,2853.5,16.25,15,15,Fastened,No,Digging,Rock,Steep,979.5,0.0,13
2025-07-06 14:23:06,EXC004,OP1004,1799.75,9.62,3,19,Fastened,No,Compacting,Gravel,Steep,1215.74,0.0,14
2025-07-06 15:40:48,EXC001,OP1001,1768.32,9.05,9,27,Fastened,No,Trenching,Loam,Flat,1167.03,0.0,2
2025-07-06 17:23:04,EXC002,OP1002,2294.87,5.6,2,55,Fastened,No,Grading,Clay,Flat,936.13,31.16,15
2025-07-06 19:09:34,EXC002,OP1001,2295.99,6.79,3,57,Fastened,No,Grading,Clay,Incline,942.32,34.61,9
2025-07-06 21:19:04,EXC002,OP1001,2297.42,10.85,13,24,Fastened,No,Trenching,Loam,Flat,948.59,0.0,6
2025-07-06 23:19:59,EXC002,OP1001,2299.13,18.97,23,14,Fastened,No,Digging,Rock,Incline,964.41,0.0,6
2025-07-07 02:33:43,EXC001,OP1005,1769.67,12.93,11,26,Fastened,No,Trenching,Loam,Steep,1176.96,0.0,16
2025-07-07 05:27:00,EXC002,OP1001,2302.03,20.8,22,15,Fastened,No,Digging,Rock,Steep,979.36,0.0,16
2025-07-07 09:28:07,EXC002,OP1004,2305.22,20.8,22,15,Fastened,No,Digging,Rock,Steep,994.5,0.0,15
2025-07-07 13:04:28,EXC001,OP1001,1771.67,15.52,17,14,Fastened,No,Digging,Rock,Incline,1187.29,0.0,13
2025-07-07 15:46:01,EXC003,OP1001,1406.34,8.06,4,54,Fastened,No,Grading,Clay,Steep,1105.9,12.44,1
2025-07-07 17:58:16,EXC003,OP1005,1408.03,11.96,12,23,Fastened,No,Trenching,Loam,Incline,1114.43,0.0,18
2025-07-07 20:25:27,EXC005,OP1004,2855.78,10.92,10,23,Fastened,No,Trenching,Loam,Incline,987.3,0.0,4
2025-07-07 22:25:22,EXC005,OP1005,2857.37,10.66,8,28,Fastened,No,Hauling,Sand,Steep,995.52,0.0,7
2025-07-08 00:41:29,EXC005,OP1003,2859.01,9.05,9,26,Fastened,No,Trenching,Loam,Flat,1001.04,0.0,4
2025-07-08 02:29:09,EXC003,OP1002,1409.85,7.8,7,32,Unfastened,Yes,Hauling,Sand,Flat,1119.68,0.0,1
2025-07-08 04:13:27,EXC001,OP1001,1773.9,9.05,9,25,Fastened,No,Trenching,Loam,Flat,1194.12,0.0,4
2025-07-08 06:26:55,EXC005,OP1005,2860.35,9.43,4,20,Unfastened,Yes,Compacting,Gravel,Incline,1005.1,0.0,2
2025-07-08 07:55:16,EXC001,OP1003,1775.22,7.0,5,29,Fastened,No,Hauling,Sand,Flat,1196.97,0.0,19
2025-07-08 09:27:10,EXC004,OP1003,1800.56,10.85,13,27,Fastened,No,Trenching,Loam,Flat,1222.79,0.0,18
2025-07-08 11:29:43,EXC001,OP1001,1776.21,6.6,2,21,Fastened,No,Compacting,Gravel,Flat,1198.69,0.0,1
2025-07-08 12:36:31,EXC004,OP1001,1802.31,7.4,6,28,Fastened,No,Hauling,Sand,Flat,1227.47,0.0,7
2025-07-08 14:04:12,EXC002,OP1003,2308.41,7.67,3,59,Fastened,No,Grading,Clay,Steep,1002.46,17.96,18
2025-07-08 16:19:21,EXC004,OP1002,1803.38,7.13,4,59,Fastened,No,Grading,Clay,Incline,1235.27,21.74,15
